long;lat;age;rooms;population;value
-122.23;37.88;0.7843137254901961;-0.7147811725846408;-0.8960593946316391;0.90226644
-122.22;37.86;0.39215686274509803;3.393559042113955;1.4785836664762992;0.7082466
-122.24;37.85;0.9999999999999999;-0.3270024772914946;-0.6973158195316962;0.6950508
-122.25;37.85;0.9999999999999999;-0.4545004128819158;-0.626499143346659;0.67278284
-122.25;37.85;0.9999999999999999;-0.2213047068538398;-0.6185037121644774;0.6746385
-122.25;37.85;0.9999999999999999;-0.6890173410404624;-0.7921187892632782;0.5251546
-122.25;37.84;0.9999999999999999;0.3785301403798514;-0.014277555682467162;0.58597904
-122.25;37.84;0.9999999999999999;0.7544178364987614;0.05768132495716733;0.46680427
-122.26;37.84;0.8039215686274509;0.3917423616845582;0.11364934323243861;0.43649513
-122.25;37.84;0.9999999999999999;1.0483897605284889;0.5077098800685322;0.5074227
-122.26;37.85;0.9999999999999999;0.15854665565648224;-0.2244431753283838;0.5494844
-122.26;37.85;0.9999999999999999;1.018001651527663;0.4540262707024557;0.46762902
-122.26;37.85;0.9999999999999999;0.3494632535094963;-0.009708737864077669;0.40927875
-122.26;37.84;0.9999999999999999;-0.8363336085879438;-0.8697886921758995;0.36350572
-122.26;37.85;0.9999999999999999;0.4498761354252684;0.12050256996002284;0.29732043
-122.26;37.85;0.9607843137254901;-0.5562345169281585;-0.46773272415762424;0.257733
-122.27;37.85;0.9999999999999999;0.002642444260941371;-0.3580810965162764;0.28350604
-122.27;37.85;0.9999999999999999;-0.48488852188274156;-0.5237007424328954;0.28969163
-122.26;37.84;0.9607843137254901;0.18298926507018992;-0.13306681896059394;0.2962895
-122.27;37.84;0.9999999999999999;-0.3032204789430223;-0.47572815533980584;0.30494928
-122.27;37.85;0.7647058823529411;-0.8;-0.7966876070816676;0.27319682
-122.27;37.85;0.8039215686274509;-0.2133773740710157;-0.2027412906910337;0.29855752
-122.27;37.84;0.9999999999999999;0.31312964492155243;-0.10451170759565963;0.20391876
-122.27;37.84;0.9999999999999999;-0.1810074318744839;-0.289548829240434;0.17464052
-122.27;37.84;0.9999999999999999;0.17308009909165978;-0.11479154768703598;0.24247529
-122.28;37.85;0.7843137254901961;-0.942691990090834;-0.9017704169046259;0.19072293
-122.28;37.85;0.9411764705882353;-0.5496284062758051;-0.5705311250713878;0.16247563
-122.28;37.85;0.9999999999999999;-0.04227910817506193;-0.005139920045688178;0.18659924
-122.28;37.84;0.9607843137254901;0.07927332782824112;0.027984009137635636;0.19360952
-122.28;37.84;0.9999999999999999;-0.8145334434351775;-0.8126784694460308;0.24123819
-122.28;37.84;0.9411764705882353;-0.030388109000825763;-0.2781267846944603;0.22123827
-122.28;37.84;0.9999999999999999;0.12617671345995046;0.07024557395773844;0.20659916
-122.27;37.84;0.9215686274509803;-0.026424442609413706;-0.09194745859508852;0.19670229
-122.27;37.83;0.9411764705882353;-0.2028075970272502;-0.402627070245574;0.18536213
